elo,overall,max_overall,attack,defense,pace,shooting,passing,form_scored,form_conceded,form_win_rate,team
1453.0673225627515,66.0,72,66.0,66.0,77.5,66.5,55.0,0.6,1.2,0.2,Tanzania
1722.0250825594294,63.38461538461539,69,63.5,66.0,66.53846153846153,53.23076923076923,55.0,1.4,0.6,0.6,Iraq
1295.6040800987448,68.5,70,68.5,68.5,61.5,64.5,64.5,1.4,1.2,0.4,Eritrea
1463.1580853161918,64.0,64,64.0,64.0,84.0,55.0,56.0,1.8,0.8,0.8,Papua New Guinea
1665.2136050603242,68.64285714285714,74,68.6,69.14285714285714,68.83333333333333,56.41666666666666,60.333333333333336,0.4,1.6,0.4,Bolivia
1412.953887941277,65.0,72,65.4,63.2,62.1,55.0,53.2,0.6,4.0,0.0,Moldova
1885.13341121064,79.5,84,77.0,80.18181818181819,67.41666666666667,62.333333333333336,71.83333333333333,2.8,0.6,0.6,Denmark
1296.2281683674976,65.0,67,63.0,65.0,73.0,45.333333333333336,55.66666666666666,0.6,3.2,0.2,Saint Lucia
1478.1513746934584,56.0,56,56.0,56.0,70.0,55.0,50.0,0.8,2.0,0.2,Nicaragua
1501.226725887463,73.66666666666667,81,68.0,76.5,83.66666666666667,53.333333333333336,60.333333333333336,0.8,1.4,0.4,Mozambique
1363.5641444251576,59.5,65,59.5,65.0,71.5,42.0,52.5,1.0,1.4,0.2,Puerto Rico
1690.9654723412157,73.0,86,73.25,72.66666666666667,69.76923076923077,59.69230769230769,62.92307692307692,1.2,2.6,0.2,Georgia
1505.6075198005117,63.0,63,63.0,63.0,57.0,68.0,49.0,1.4,2.0,0.2,Korea Dpr
1627.4136487294547,67.91666666666667,74,71.75,65.71428571428571,71.58333333333333,58.41666666666666,60.16666666666666,1.0,0.4,0.4,Honduras
1852.2959355797009,76.07142857142857,87,76.625,75.16666666666667,74.0,69.23076923076923,69.46153846153847,1.6,1.4,0.6,Korea Republic
1756.7589069255466,72.78571428571429,77,72.71428571428571,72.5,70.84615384615384,65.46153846153847,64.15384615384616,0.8,2.4,0.2,Venezuela
1477.4469248801686,67.66666666666667,81,69.125,64.33333333333333,73.5,57.583333333333336,61.25,0.4,2.0,0.2,Armenia
1620.0469655117686,71.92857142857143,76,71.55555555555556,72.6,70.3076923076923,63.76923076923077,66.38461538461539,2.6,1.8,0.4,Iceland
1369.9965479539687,63.0,63,63.0,63.0,76.0,61.0,56.0,1.2,1.4,0.2,Turkmenistan
1889.6493942657287,81.28571428571429,88,81.0,81.1,75.38461538461539,65.07692307692308,70.76923076923077,1.2,0.2,0.6,Uruguay
1548.0491833040887,68.5,73,73.0,64.0,66.5,55.0,51.0,0.6,0.6,0.2,Palestine
1512.4229831362138,69.85714285714286,77,70.25,69.0,78.42857142857143,59.42857142857143,60.785714285714285,3.2,1.2,0.6,Gambia
1120.7052258002698,63.0,63,63.0,63.0,69.0,62.0,46.0,1.4,2.0,0.2,Cambodia
1905.949920442604,78.0,81,78.33333333333333,77.5,78.07692307692308,65.76923076923077,72.3076923076923,1.4,1.2,0.4,Japan
1496.2544340715567,67.0,76,66.75,66.9,69.08333333333333,48.75,59.833333333333336,0.2,2.4,0.0,Luxembourg
1300.3221257519904,63.66666666666666,67,60.0,63.66666666666666,66.66666666666667,49.66666666666666,56.0,1.8,1.4,0.4,Saint Kitts And Nevis
1463.6622160172085,60.75,65,60.75,60.75,80.5,56.75,51.75,0.4,1.2,0.2,Sudan
1024.3178974992202,54.0,54,54.0,54.0,68.96070522845783,48.78959834291678,50.46712208825971,0.2,4.8,0.0,San Marino
1829.462738943252,76.64285714285714,79,76.85714285714286,76.375,75.46153846153847,60.0,67.46153846153847,1.4,1.0,0.6,United States
1660.3277701221125,74.0,80,74.71428571428571,73.55555555555556,78.21428571428571,62.57142857142857,66.42857142857143,1.8,0.8,0.8,Congo Dr
1842.8131545546607,78.35714285714286,85,78.66666666666667,77.88888888888889,73.58333333333333,63.41666666666666,70.75,3.0,2.0,0.8,Turkey
1777.0835930983244,80.0,86,80.8,78.75,62.41666666666666,72.66666666666667,73.66666666666667,0.8,1.8,0.4,Serbia
2060.2167276248924,84.14285714285714,90,85.0,83.11111111111111,73.61538461538461,71.23076923076923,77.6923076923077,2.2,0.4,0.6,Argentina
1784.2722469023238,75.64285714285714,81,75.5,75.75,74.0,64.91666666666667,66.08333333333333,2.0,2.4,0.4,Greece
1425.1837833142451,68.0,68,68.0,68.0,83.0,54.0,54.0,1.4,1.6,0.4,Vanuatu
1948.889458711311,84.71428571428571,89,85.0,84.0,76.25,73.75,78.5,2.2,1.2,0.6,Portugal
1457.3117720421378,64.0,64,64.0,64.0,74.0,66.0,62.0,1.4,1.4,0.4,Namibia
1736.7880791818886,77.07142857142857,81,77.625,76.0,72.3076923076923,66.46153846153847,72.23076923076923,0.6,2.2,0.0,Sweden
1632.7628026226043,71.64285714285714,80,72.0,71.11111111111111,69.6923076923077,62.0,62.53846153846154,1.4,0.6,0.2,North Macedonia
1880.2613351106447,79.28571428571429,85,79.0,80.71428571428571,70.84615384615384,65.92307692307692,72.0,1.8,0.2,0.8,Morocco
1626.1849952048158,70.5,81,71.2,70.85714285714286,75.46153846153847,54.53846153846154,60.07692307692308,2.6,0.6,0.8,Burkina Faso
2091.9686300912435,84.64285714285714,89,83.8,85.14285714285714,70.61538461538461,72.92307692307692,81.84615384615384,3.8,0.0,1.0,Spain
1617.1218942151795,70.92857142857143,75,69.0,71.0909090909091,58.23076923076923,53.30769230769231,63.84615384615385,1.2,1.2,0.4,Northern Ireland
1718.9203729439594,70.84615384615384,89,69.11111111111111,74.75,67.61538461538461,61.38461538461539,62.69230769230769,0.8,1.0,0.2,Egypt
1853.540243167648,78.78571428571429,81,78.55555555555556,79.2,75.61538461538461,70.76923076923077,71.46153846153847,0.6,1.4,0.0,Mexico
1555.5199031953396,72.5,81,70.0,73.33333333333333,72.0,62.75,64.75,1.4,0.6,0.6,Libya
1526.0226720578344,61.0,69,58.0,61.0,72.5,41.5,52.5,2.0,0.6,0.8,Uganda
1219.2481544333016,58.0,58,58.0,58.0,65.0,44.5,46.5,0.2,1.8,0.0,Gibraltar
1355.1013498816892,69.0,69,69.0,69.0,77.0,68.0,64.0,0.8,3.8,0.0,Bermuda
1525.908291432621,63.2,77,71.5,62.0,74.0,56.5,60.25,1.4,1.2,0.2,Trinidad And Tobago
1233.995237132828,63.0,63,63.0,63.0,80.0,50.0,58.0,0.2,1.2,0.0,Afghanistan
1923.624324411984,84.35714285714286,87,84.25,84.22222222222223,75.5,65.33333333333333,73.0,3.6,1.0,1.0,Italy
1790.4960481224728,79.42857142857143,90,80.57142857142857,78.33333333333333,79.75,73.25,74.625,1.6,0.6,0.6,Poland
1711.3701308715497,76.21428571428571,84,74.25,77.1,72.41666666666667,60.41666666666666,65.91666666666667,1.2,0.4,0.8,Slovakia
1815.6802126894488,72.85714285714286,78,71.75,72.83333333333333,71.07692307692308,60.15384615384615,62.92307692307692,1.2,0.8,0.6,Australia
1368.741853504012,62.285714285714285,66,62.8,62.0,72.5,44.0,51.16666666666666,0.6,1.4,0.0,India
1673.6577412434394,73.0,77,72.88888888888889,73.2,75.36363636363636,69.18181818181819,71.45454545454545,1.2,1.8,0.4,Romania
1833.043106500442,79.64285714285714,85,78.71428571428571,80.5,71.92857142857143,63.35714285714285,71.0,3.0,0.4,0.8,Austria
1585.2462544487616,68.92857142857143,80,69.0,68.22222222222223,72.07142857142857,58.785714285714285,60.92857142857143,2.4,0.6,0.8,Gabon
1469.2407641593952,68.38461538461539,78,69.28571428571429,67.5,74.15384615384616,54.92307692307692,56.30769230769231,0.6,1.4,0.2,Togo
1697.2299951107636,70.07142857142857,85,68.0,73.33333333333333,69.46153846153847,54.38461538461539,56.30769230769231,1.6,1.2,0.2,Costa Rica
1370.4042364224465,62.25,69,59.5,63.66666666666666,64.25,36.75,41.5,3.0,1.4,0.4,Hong Kong
1287.1873990460672,63.0,65,63.0,63.0,62.5,38.5,51.0,0.6,0.8,0.4,Montserrat
1595.8835942338226,69.07142857142857,76,71.25,68.2,70.92307692307692,55.84615384615385,62.61538461538461,0.8,1.0,0.2,Qatar
1404.7894377203545,59.5,64,55.0,59.5,73.5,35.5,48.5,0.6,0.8,0.2,Malawi
1493.5821978143051,60.66666666666666,64,60.66666666666666,62.0,67.0,42.333333333333336,50.66666666666666,1.8,1.8,0.4,Indonesia
1957.1537066194053,86.14285714285714,89,85.83333333333333,86.375,81.58333333333333,69.25,74.41666666666667,2.4,0.8,0.6,Brazil
1880.3397393728644,79.78571428571429,87,77.0,80.25,71.7,63.0,71.3,2.6,0.2,0.8,Switzerland
1335.6980599423102,65.0,70,64.0,64.83333333333333,68.0,54.5,57.125,3.0,1.6,0.8,Grenada
1458.5137874391312,66.0,66,66.0,66.0,61.0,63.0,65.0,0.4,1.0,0.2,Rwanda
1639.7222053723426,67.71428571428571,74,68.125,67.16666666666667,72.92857142857143,54.642857142857146,56.57142857142857,1.4,0.8,0.4,South Africa
1389.5819203462606,68.5,75,68.5,68.5,69.0,51.5,58.5,0.2,0.8,0.2,Burundi
1366.8474994981725,63.0,63,63.0,63.0,63.0,58.0,59.0,1.6,1.0,0.6,Belize
1755.5434332197433,76.92857142857143,86,75.16666666666667,77.45454545454545,75.15384615384616,66.6923076923077,72.53846153846153,1.8,1.0,0.6,Scotland
1572.928388910051,69.42857142857143,75,69.42857142857143,69.0,70.33333333333333,53.16666666666666,61.833333333333336,1.6,1.2,0.6,Equatorial Guinea
1445.830358585646,65.83333333333333,71,65.0,70.5,71.4,57.4,50.8,0.4,2.6,0.0,Azerbaijan
1438.3493953779891,61.6,65,59.0,63.333333333333336,73.4,46.4,55.4,2.2,0.8,0.8,Guyana
1663.2383022459885,76.21428571428571,80,74.75,76.72727272727273,75.78571428571429,61.785714285714285,68.28571428571429,1.8,0.6,0.6,Mali
1656.139699775994,77.07142857142857,85,76.28571428571429,77.85714285714286,70.15384615384616,62.61538461538461,64.07692307692308,1.2,0.4,0.4,Cameroon
1463.807761183359,55.0,55,55.0,55.0,66.57013770111429,49.56862935492355,50.78999440533644,1.4,1.8,0.6,Niger
1427.2548941883013,67.3076923076923,77,67.22222222222223,69.33333333333333,70.84615384615384,55.84615384615385,56.15384615384615,0.2,1.2,0.0,Zimbabwe
1645.7986897252542,73.85714285714286,79,72.81818181818181,76.0,77.92307692307692,67.76923076923077,64.07692307692308,2.2,1.2,0.6,Jamaica
1466.3770131554566,65.0,65,65.0,65.0,77.0,62.0,56.0,1.6,1.4,0.2,Kyrgyzstan
1616.3582793489245,75.71428571428571,83,77.33333333333333,74.88888888888889,69.08333333333333,63.91666666666666,69.83333333333333,3.2,1.2,0.6,Bosnia And Herzegovina
1728.577513478221,74.35714285714286,77,75.0,74.11111111111111,68.5,56.75,66.75,0.8,1.6,0.4,Wales
1552.2617076935328,63.0,65,65.0,62.0,71.5,51.75,56.0,1.8,0.2,0.6,Syria
2002.535310926332,86.14285714285714,91,87.5,85.33333333333333,84.92307692307692,73.07692307692308,77.0,2.6,0.6,0.8,France
1362.921044590565,65.28571428571429,72,64.125,65.8,72.42857142857143,56.71428571428572,56.0,1.0,1.8,0.0,Congo
1506.3635872227462,66.25,74,67.28571428571429,64.71428571428571,76.36363636363636,55.81818181818182,60.09090909090909,2.2,2.0,0.4,Comoros
1157.318520772091,68.0,68,68.0,68.0,76.0,66.0,61.0,0.6,1.4,0.4,Somalia
1630.7255070927515,70.5,77,72.0,68.5,71.76923076923077,61.38461538461539,62.15384615384615,1.6,2.6,0.2,Israel
1424.209835339953,57.333333333333336,63,57.333333333333336,59.0,64.66666666666667,50.333333333333336,51.0,1.6,1.0,0.6,Faroe Islands
1696.2330318720656,73.64285714285714,76,74.5,73.61538461538461,63.0,52.2,62.3,1.2,1.0,0.4,Ireland
1857.409898384212,82.64285714285714,91,83.83333333333333,82.0,69.4,75.6,78.2,3.4,0.6,0.6,Belgium
1422.7795780076465,67.6,79,71.5,67.6,67.4,54.6,59.8,1.2,2.0,0.4,Malta
1224.5414825789733,68.0,68,68.0,68.0,86.0,61.0,61.0,0.8,1.2,0.2,Aruba
1097.1760171804094,63.0,63,63.0,63.0,57.0,27.0,50.0,1.0,1.0,0.2,Sri Lanka
1437.1388111749704,66.08333333333333,70,67.11111111111111,63.8,79.33333333333333,54.66666666666666,55.5,1.2,1.0,0.4,Sierra Leone
1527.1590794974106,59.0,61,59.0,59.0,70.5,55.0,54.0,3.0,0.4,1.0,Malaysia
1688.3876999757465,78.5,83,77.8,78.0,76.92857142857143,65.35714285714286,69.5,2.2,0.2,0.6,Côte D'Ivoire
1363.7831300556702,65.75,81,65.33333333333333,68.25,70.5,59.5,53.5,0.4,2.0,0.2,Central African Republic
1727.8130550395235,73.92857142857143,78,74.0,74.0,68.58333333333333,66.33333333333333,66.5,0.4,1.4,0.0,Peru
1498.9785122396331,62.0,62,62.0,62.0,67.0,60.0,50.0,2.0,0.0,0.8,Lebanon
1750.1699580919094,74.78571428571429,81,74.75,74.54545454545455,70.0909090909091,58.18181818181818,66.0,0.8,1.2,0.4,Chile
1665.2648320978406,71.0,71,71.0,71.0,82.0,65.0,63.0,1.8,1.8,0.4,Jordan
1522.4534156664,71.07142857142857,76,71.5,70.66666666666667,79.25,61.25,63.75,0.2,1.6,0.2,China
1702.726099183057,71.92857142857143,77,71.5,71.9,75.92307692307692,54.84615384615385,62.30769230769231,1.2,1.0,0.6,Saudi Arabia
1515.4805777326303,67.85714285714286,76,68.14285714285714,67.375,68.57142857142857,54.5,60.0,0.2,3.6,0.0,Bulgaria
1892.2262235862927,75.42857142857143,80,75.66666666666667,75.36363636363636,75.2,55.9,68.7,0.6,0.4,0.2,Ecuador
1407.1066261678632,66.0,66,66.0,66.0,72.0,42.0,65.0,1.4,1.4,0.4,Ethiopia
1696.714990733679,74.5,78,74.75,74.4,71.0,56.91666666666666,63.25,1.6,0.4,1.0,Albania
1675.866222295091,78.0,88,78.6,76.66666666666667,79.5,70.28571428571429,64.5,2.4,0.6,0.8,Nigeria
1634.6608024076088,64.0,72,61.0,64.58333333333333,67.63636363636364,43.09090909090909,54.09090909090909,1.0,1.6,0.0,United Arab Emirates
1906.5899132427635,80.57142857142857,87,79.5,80.33333333333333,69.38461538461539,66.3076923076923,76.38461538461539,2.2,0.2,0.8,Croatia
1306.5864123170977,53.0,55,55.0,51.0,76.0,41.0,41.0,0.4,2.0,0.0,South Sudan
1608.0471837585826,66.0,72,64.0,66.33333333333333,77.0,51.833333333333336,59.5,1.4,1.2,0.4,Haiti
1376.8018033484996,67.5,71,67.5,67.0,66.0,59.0,62.66666666666666,0.8,2.4,0.2,Cuba
1398.4262406075288,62.16666666666666,66,65.0,61.8,62.4,53.4,55.6,0.4,1.8,0.0,Latvia
1783.4968772347638,77.35714285714286,86,78.57142857142857,77.0,71.0,67.5,74.14285714285714,2.4,0.6,0.8,Algeria
1586.8340515521102,77.14285714285714,85,76.5,77.625,78.28571428571429,59.35714285714285,65.78571428571429,1.6,0.6,0.6,Ghana
1096.8564318967815,63.0,63,63.0,63.0,60.0,48.0,61.0,1.2,1.6,0.2,Guam
1962.375402771668,78.42857142857143,84,79.0,77.875,77.0,68.0,68.84615384615384,3.0,0.8,0.8,Colombia
1550.6099271543771,72.85714285714286,78,73.0,72.8,67.64285714285714,63.42857142857143,63.285714285714285,1.6,1.0,0.4,Guinea
1339.356853490714,55.0,55,55.0,55.0,75.0,50.0,50.0,1.4,1.6,0.2,Singapore
1461.707857435803,61.0,73,68.0,58.6,66.75,44.5,52.75,1.6,1.6,0.2,Dominican Republic
1176.432508365503,58.0,58,58.0,58.0,73.74522862183287,47.50784683620297,49.80054382341898,0.8,1.6,0.0,Nepal
1501.6719157361358,66.0,71,66.0,66.0,60.0,38.5,53.5,2.0,1.8,0.4,Kuwait
1468.8484576740866,64.0,67,67.0,63.0,62.0,56.333333333333336,53.0,0.4,1.6,0.2,El Salvador
1380.812521440149,62.4,66,62.4,62.4,65.6,44.6,55.4,0.8,1.6,0.0,Lithuania
1839.7878015911208,77.78571428571429,91,81.4,75.875,76.14285714285714,66.28571428571429,70.28571428571429,4.4,0.6,0.8,Norway
1812.3877973179829,70.85714285714286,82,72.5,68.85714285714286,72.07142857142857,61.21428571428572,64.0,1.0,1.0,0.2,Iran
1608.6196544800453,70.28571428571429,78,70.77777777777777,69.25,76.78571428571429,61.35714285714285,60.92857142857143,1.0,1.2,0.2,Angola
1459.313212055497,68.5,73,65.5,68.25,71.5,58.0,62.16666666666666,1.6,1.4,0.6,Madagascar
1111.6265071587786,69.0,69,69.0,69.0,70.0,57.0,69.0,0.2,3.6,0.0,Liechtenstein
1266.6208999440128,65.0,65,65.0,65.0,65.0,41.0,53.0,0.2,1.4,0.0,Mauritius
1545.0385621041808,62.0,62,62.0,62.0,73.0,33.0,47.0,2.8,0.8,0.8,Thailand
1447.8391040877952,62.42857142857143,70,58.0,63.8,64.66666666666667,49.333333333333336,54.833333333333336,0.6,2.6,0.0,Estonia
1460.5988483190736,68.0,68,68.0,68.0,88.0,67.0,64.0,0.6,4.2,0.2,Fiji
1004.4119689075144,65.0,65,65.0,65.0,72.0,53.0,65.0,0.6,2.4,0.2,Timor-Leste
1937.1247650464911,83.21428571428571,89,82.14285714285714,83.77777777777777,78.92307692307692,65.15384615384616,73.46153846153847,2.6,0.8,0.6,Netherlands
1538.1214925129852,71.0,71,71.0,71.0,43.0,38.0,59.0,2.0,1.4,0.6,New Caledonia
1598.4423713068466,72.0,72,72.0,72.0,70.60979764801586,57.37598836185404,60.64605127168068,0.6,0.8,0.2,Oman
1520.302260799018,67.5,73,67.75,66.57142857142857,64.8,51.2,56.5,1.2,1.0,0.6,Benin
1565.3011450824636,69.5,78,71.8,68.7,77.0,52.583333333333336,61.16666666666666,1.6,0.6,0.4,Suriname
1590.8798698343523,64.2,68,63.66666666666666,65.0,68.2,53.2,55.0,1.0,1.2,0.2,Guatemala
971.3741655789704,63.0,63,63.0,63.0,83.0,60.0,55.0,0.2,2.0,0.0,Bhutan
1925.5859272958944,85.57142857142857,89,84.6,86.11111111111111,71.45454545454545,74.36363636363636,80.54545454545455,2.0,0.6,0.8,Germany
1480.153057273492,64.55555555555556,74,62.75,65.71428571428571,71.55555555555556,45.55555555555556,53.66666666666666,1.4,1.4,0.4,Kenya
1217.9914472586947,63.333333333333336,67,65.0,63.333333333333336,81.0,47.0,56.5,0.2,1.4,0.0,Antigua And Barbuda
1820.8030946692213,78.5,86,79.16666666666667,78.42857142857143,76.6923076923077,66.61538461538461,65.84615384615384,2.8,0.8,0.8,Senegal
1232.2477680488234,54.0,54,54.0,54.0,58.0,49.0,52.0,1.6,2.0,0.4,Barbados
1229.7724407473245,66.0,66,66.0,66.0,75.82729532285488,51.57862438700679,54.92739135526668,0.6,1.6,0.0,Andorra
1490.4829777471768,72.0,72,72.0,72.0,74.0,68.0,52.0,0.8,2.0,0.2,Bahrain
1568.8450335422776,72.5,81,72.0,72.71428571428571,66.33333333333333,64.41666666666667,65.91666666666667,0.6,2.0,0.2,Finland
1088.224811870214,63.0,63,63.0,63.0,82.0,55.0,57.0,0.2,1.4,0.0,Pakistan
1532.5245444959155,64.0,66,64.0,64.0,68.33333333333333,58.66666666666666,56.333333333333336,0.8,3.4,0.0,Belarus
1708.351343027684,72.28571428571429,81,71.5,72.0909090909091,71.76923076923077,61.0,65.53846153846153,1.4,1.4,0.2,Tunisia
1484.827359902878,67.625,75,70.16666666666667,62.333333333333336,84.75,57.875,53.875,1.0,1.8,0.2,Zambia
1426.07176304489,63.0,63,63.0,63.0,71.0,51.0,62.0,0.4,0.8,0.2,Eswatini
1767.9311987932217,75.85714285714286,84,75.33333333333333,76.25,70.58333333333333,61.66666666666666,65.33333333333333,1.8,1.4,0.4,Hungary
1969.1744094743776,85.28571428571429,90,85.625,84.71428571428571,77.0,72.07692307692308,80.07692307692308,3.4,0.0,1.0,England
1824.481867510529,73.92857142857143,83,75.33333333333333,73.54545454545455,73.0,61.66666666666666,65.58333333333333,0.8,0.2,0.4,Canada
1465.0455384494371,65.33333333333333,66,64.0,66.0,71.5,52.5,52.0,0.2,1.2,0.0,Mauritania
1666.886258695511,68.0,75,68.625,67.55555555555556,67.75,59.91666666666666,64.33333333333333,0.6,1.6,0.0,New Zealand
1786.047987842967,76.85714285714286,82,76.625,76.625,75.0,66.16666666666667,72.83333333333333,1.6,2.2,0.4,Ukraine
1804.7371498478929,66.6,72,67.0,65.25,68.8,53.2,57.2,2.0,0.4,0.8,Uzbekistan
1475.7503254152773,67.5,70,67.5,67.5,76.5,62.0,65.0,1.2,1.8,0.2,Kazakhstan
1517.975880800297,66.0,66,66.0,66.0,86.0,58.0,60.0,2.6,1.6,0.8,Vietnam
1446.5731102964448,61.0,61,61.0,61.0,69.0,40.0,55.0,2.0,0.8,0.6,Tajikistan
1346.1403861022666,66.4,70,67.5,65.5,80.0,53.0,59.0,2.6,1.6,0.6,Philippines
1549.4896498723697,71.5,82,70.66666666666667,72.125,70.0,57.69230769230769,58.61538461538461,0.8,2.4,0.4,Montenegro
1757.0005739357111,74.71428571428571,88,73.2,76.0,67.58333333333333,62.0,67.41666666666667,0.4,1.4,0.0,Slovenia
1839.559932974004,72.07142857142857,79,71.71428571428571,71.25,71.1,66.1,69.2,2.0,0.6,0.6,Russia
1433.2455544291886,66.57142857142857,71,66.4,66.66666666666667,66.91666666666667,51.91666666666666,56.5,1.6,1.4,0.2,Cyprus
1760.7905580825443,77.21428571428571,83,78.0,76.77777777777777,72.72727272727273,71.0909090909091,71.36363636363636,1.0,0.6,0.4,Czech Republic
1401.252158903328,65.16666666666667,76,61.0,67.0,66.33333333333333,48.5,59.16666666666666,1.6,1.6,0.4,Liberia
1709.3262982123474,73.92857142857143,81,73.0,74.16666666666667,71.38461538461539,63.92307692307692,67.3076923076923,1.0,0.8,0.6,Kosovo
1788.7977095068702,75.57142857142857,81,76.5,74.4,75.5,65.0,67.14285714285714,0.8,1.2,0.2,Paraguay
1743.5139994988672,67.92857142857143,72,67.625,68.57142857142857,69.64285714285714,57.0,57.0,1.2,0.8,0.4,Panama
1270.6611480397637,68.0,68,68.0,68.0,73.0,68.0,47.0,1.0,2.2,0.0,Chad
1520.0,64.0,67,62.0,63.0,67.0,54.0,57.0,1.0,0.9,0.45,Cape Verde
